Gene	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00F	TCGA-AA-A00J	TCGA-AA-A00K	TCGA-AA-A00N	TCGA-AA-A00O	TCGA-AA-A00R	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01I	TCGA-AA-A01K	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02R	TCGA-AF-2691	TCGA-AF-2692	TCGA-AF-3400	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3580	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-3594	TCGA-AG-4007	TCGA-AG-A002	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A014	TCGA-AG-A015	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01L	TCGA-AG-A01N	TCGA-AG-A02X	TCGA-AG-A032
ST14	1.04998	-1.60248	0.901685	-1.60248	0.346725	0.55449	-0.176801	-0.176801	-0.176801	0.106878	1.3099	-0.523996	-0.523996	1.18536	0.737752	0.55449	-1.60248	0.106878	1.04998	0.55449	0.106878	1.63298	1.04998	-0.340734	0.737752	0.106878	0.106878	-0.731761	-0.176801	0.346725	-0.176801	0.901685	0.901685	0.346725	0.346725	-2.68097	-0.523996	1.04998	-0.176801	0.106878	1.18536	-0.176801	-0.176801	0.106878	-1.60248	-0.523996	0.346725	-2.68097	-0.971608	-2.68097	1.3099	0.106878	0.737752	0.737752	-0.523996	0.55449	0.346725	0.106878	0.737752	1.18536	0.106878	0.106878	0.901685	-2.68097	-0.523996	0.346725	0.106878	-1.60248	0.106878
ST3GAL4	1.51993	-0.769769	-0.769769	-0.769769	0.37508	1.51993	-0.769769	-0.769769	-0.769769	-0.769769	0.37508	-0.769769	-0.769769	-0.769769	-0.769769	0.37508	-0.769769	-0.769769	0.37508	0.37508	-0.769769	-0.769769	2.18962	-0.769769	0.37508	1.04477	-0.769769	-0.769769	1.71447	-0.769769	-0.769769	0.37508	2.44423	2.18962	1.04477	-0.769769	-0.769769	-0.769769	-0.769769	1.04477	-0.769769	-0.769769	-0.769769	-0.769769	-0.769769	-0.769769	-0.769769	2.18962	-0.769769	-0.769769	-0.769769	0.37508	0.37508	1.51993	0.37508	0.37508	1.04477	-0.769769	1.51993	0.37508	1.88849	-0.769769	-0.769769	-0.769769	0.37508	0.37508	0.37508	1.51993	-0.769769
ST6GALNAC1	1.72168	-0.785327	0.294383	-0.785327	0.294383	1.37409	-0.785327	-0.785327	-0.785327	0.294383	-0.785327	-0.785327	-0.785327	-0.785327	0.294383	-0.785327	-0.785327	0.294383	0.294383	3.32551	-0.785327	-0.785327	2.2458	-0.785327	0.925974	0.294383	-0.785327	0.294383	0.294383	-0.785327	-0.785327	-0.785327	2.94986	0.294383	0.925974	-0.785327	-0.785327	-0.785327	-0.785327	1.37409	0.294383	-0.785327	-0.785327	-0.785327	0.294383	-0.785327	0.294383	0.925974	-0.785327	-0.785327	-0.785327	0.294383	-0.785327	1.72168	0.294383	-0.785327	1.72168	-0.785327	1.16609	1.37409	0.925974	0.294383	0.294383	-0.785327	0.294383	0.294383	-0.785327	-0.785327	-0.785327
STAG2	-0.19532	-0.19532	-1.62423	-0.19532	-1.62423	-0.19532	-1.62423	-0.19532	0.640536	-0.19532	-1.62423	1.23359	1.69359	1.69359	-1.62423	-0.19532	-1.62423	0.640536	2.06944	0.640536	-0.19532	-0.19532	-0.19532	0.264685	-1.62423	0.640536	-0.19532	0.640536	-0.19532	-0.19532	0.958314	1.23359	-1.62423	0.640536	0.640536	-0.19532	-0.19532	-0.19532	-0.19532	-0.19532	-1.62423	-1.62423	0.640536	-0.19532	0.640536	-0.19532	1.69359	-1.62423	0.640536	-0.19532	-0.19532	0.640536	-0.19532	-0.19532	1.23359	-0.19532	1.23359	-0.19532	-0.19532	-0.19532	0.640536	2.38722	-1.62423	0.640536	0.640536	0.640536	-1.62423	0.640536	0.640536
STAM	-1.71828	0.69585	0.69585	0.69585	-0.511215	1.08444	0.69585	0.194873	0.69585	0.69585	-0.511215	0.69585	-0.511215	1.08444	-0.511215	0.194873	-0.511215	0.194873	0.69585	-1.71828	0.69585	1.08444	-0.511215	0.194873	0.194873	0.194873	-0.511215	0.194873	-0.511215	1.40194	-0.511215	1.67038	-0.511215	0.69585	0.194873	-1.71828	-1.71828	1.40194	-0.511215	-0.511215	1.40194	1.40194	-1.71828	1.08444	-0.511215	-1.71828	0.194873	-0.511215	0.194873	1.67038	0.194873	0.194873	-1.71828	0.194873	-1.71828	1.40194	0.194873	-1.71828	0.463315	0.194873	-1.71828	1.08444	0.194873	1.08444	0.194873	0.69585	-0.511215	-1.71828	-1.71828
STARD10	-0.0780311	-1.77448	0.259525	-0.0780311	0.259525	1.38174	1.38174	-3.05779	-1.02379	-1.02379	1.01021	-1.02379	-0.0780311	-0.0780311	0.259525	0.259525	-1.02379	-1.02379	0.259525	2.57893	0.792148	0.792148	0.544924	-1.02379	-0.491166	1.20528	1.54284	-0.491166	-0.73839	0.792148	-1.02379	0.259525	0.792148	0.544924	-0.0780311	-0.0780311	-1.02379	-0.0780311	-1.77448	0.259525	0.259525	-0.0780311	0.792148	0.259525	-0.491166	-3.05779	-0.0780311	0.259525	0.792148	0.259525	0.544924	0.792148	0.544924	0.544924	1.01021	-0.491166	1.01021	-1.02379	0.407718	0.544924	0.259525	-1.02379	0.259525	0.544924	0.259525	-0.491166	1.54284	-1.77448	-0.491166
STAT1	-0.0451059	1.08693	1.20363	-1.11775	1.08693	0.469478	-0.535231	-1.11775	1.0564	0.331381	-0.707304	0.789165	0.378723	1.48726	-0.535231	2.14155	1.1169	-0.535231	0.180519	0.014289	0.676487	0.0715995	-0.170797	0.944823	1.259	-1.00507	-0.455548	-1.3695	-1.58758	0.555455	2.42471	0.282626	-0.455548	0.180519	0.282626	-1.66727	-1.66727	0.637131	0.596804	-1.3695	0.676487	-0.170797	-1.23878	-0.899665	1.53392	-0.800654	0.469478	-1.23878	-0.237467	1.53392	0.282626	0.513032	0.555455	2.0266	-0.0451059	-0.899665	-0.170797	-0.455548	-0.0451059	1.08693	-0.379572	-1.11775	-0.800654	-1.66727	0.378723	-0.800654	-0.707304	-1.83934	-0.455548
STAT2	-0.0151264	0.530611	0.530611	-0.0151264	0.953917	0.953917	-0.7843	-0.0151264	0.953917	-0.7843	0.530611	-0.0151264	-0.7843	-0.0151264	-2.09921	2.90712	1.29978	-0.7843	-0.7843	0.530611	-2.09921	-0.0151264	-0.0151264	0.953917	0.953917	-0.7843	0.530611	-0.0151264	-0.7843	1.59221	1.13472	0.530611	-0.7843	0.953917	-0.0151264	-2.09921	-2.09921	0.530611	-0.7843	-0.7843	0.530611	0.530611	-0.7843	-0.7843	1.29978	-0.0151264	0.530611	-0.0151264	-0.7843	0.530611	0.953917	-0.0151264	-0.7843	1.59221	0.953917	-0.0151264	-0.0151264	-0.7843	-0.0151264	0.530611	-0.0151264	-0.0151264	-0.7843	0.530611	1.29978	0.530611	-2.09921	-0.7843	-2.09921
STAT3	1.16798	-0.977746	-0.334706	-1.52466	1.16798	0.322794	0.0160265	-0.153071	0.721119	0.322794	0.0160265	0.0160265	0.0160265	0.595402	0.0160265	0.954719	-1.85194	-0.153071	1.36416	0.721119	0.595402	0.721119	1.06367	0.53004	1.45666	-0.530886	0.595402	-0.977746	-2.03357	0.322794	1.83447	1.06367	0.174207	1.06367	1.26803	-1.23598	-0.977746	0.174207	0.462886	0.174207	0.174207	0.322794	-0.153071	-0.744146	0.595402	-2.22975	0.721119	-0.530886	-0.744146	-0.334706	0.954719	0.462886	0.595402	1.06367	-1.85194	-1.85194	0.462886	-1.85194	0.840701	0.840701	0.840701	0.322794	-0.153071	-1.52466	0.174207	-0.334706	-0.153071	-1.85194	-2.22975
STAT6	0.66949	-0.00543763	0.66949	-1.15923	0.66949	0.66949	-1.15923	-1.15923	-0.00543763	-0.00543763	-1.15923	-1.15923	-0.00543763	1.5198	1.14836	1.82329	-0.00543763	-1.15923	-1.15923	1.14836	-0.00543763	-0.00543763	0.66949	-0.00543763	-0.00543763	-1.15923	-0.00543763	1.14836	-1.15923	0.66949	-0.00543763	0.66949	1.14836	-0.00543763	1.14836	-0.00543763	-1.15923	-0.00543763	-1.15923	-1.15923	2.49822	1.5198	-1.15923	-1.15923	1.82329	-1.15923	0.66949	-1.15923	-0.00543763	0.66949	-1.15923	1.14836	-1.15923	0.66949	0.66949	-1.15923	-1.15923	-1.15923	1.14836	0.66949	1.14836	-0.00543763	1.5198	-1.15923	-0.00543763	-0.00543763	-0.00543763	-1.15923	-1.15923
STAU1	-0.695901	0.363131	-2.00763	-1.24032	0.363131	-0.273618	0.0714121	-1.24032	0.0714121	-2.00763	1.21848	0.615829	1.21848	0.363131	-1.24032	0.363131	-3.31936	-0.695901	-0.273618	-0.695901	-0.695901	1.21848	-1.24032	-1.24032	0.363131	0.0714121	-0.273618	-0.473005	-1.24032	2.04229	-0.273618	0.838725	-1.24032	2.04229	0.838725	-0.273618	1.92756	1.03811	0.0714121	-1.24032	1.21848	0.0714121	0.615829	0.0714121	-0.695901	1.21848	0.0714121	-1.24032	1.03811	-0.695901	0.363131	0.838725	0.0714121	-0.695901	0.615829	0.0714121	-0.273618	0.0714121	0.363131	0.615829	-0.695901	1.03811	0.0714121	1.03811	0.0714121	0.363131	1.38314	-0.273618	0.0714121
STBD1	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	-0.534314	-0.534314	1.16037	2.1517	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	1.16037	-0.534314	-0.534314	1.16037	2.1517	-0.534314	-0.534314	1.16037	-0.534314	1.16037	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	-0.534314	4.54974	1.16037	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	1.16037	-0.534314	2.1517	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	-0.534314	1.16037	-0.534314	-0.534314	-0.534314
STIM1	0.581002	-0.128974	1.08474	-1.34269	0.581002	-0.128974	-0.128974	-0.128974	0.581002	-0.128974	-1.34269	0.581002	-1.34269	-1.34269	-1.34269	1.08474	-1.34269	-0.128974	-0.128974	-0.128974	-1.34269	2.06463	-0.128974	0.261754	1.47547	1.08474	0.581002	1.08474	-0.128974	0.581002	-0.128974	-0.128974	0.581002	0.581002	-0.128974	-1.34269	-1.34269	2.06463	-0.128974	-1.34269	1.47547	1.08474	0.581002	-1.34269	-1.34269	0.581002	1.79471	0.581002	-0.128974	1.08474	-0.128974	-0.128974	0.581002	1.08474	0.581002	-0.128974	-1.34269	-0.128974	0.850922	1.79471	0.581002	-1.34269	-1.34269	-0.128974	-1.34269	-1.34269	0.581002	-1.34269	-1.34269
STIP1	-0.447357	-0.980253	0.534826	-1.2959	0.186428	0.76778	-0.836106	-0.836106	0.366638	-0.447357	0.534826	0.0912511	1.11378	0.692495	-0.330039	1.63743	-0.447357	0.0912511	0.278142	1.11378	-0.00765879	0.278142	0.534826	0.322779	1.17763	0.366638	0.692495	-1.46989	-2.58414	1.58433	1.36002	1.2399	0.534826	1.47467	1.04828	-1.46989	-1.2959	-0.5704	-0.217937	-0.836106	1.17763	-0.5704	-0.00765879	0.186428	0.692495	-2.31843	0.76778	-1.2959	0.614892	0.981024	-0.00765879	0.186428	0.76778	-0.217937	-2.31843	-1.13314	-0.447357	-1.65678	0.232702	1.11378	0.614892	1.41799	0.614892	-0.5704	-0.980253	-0.330039	0.840883	-1.46989	-0.836106
STK10	1.14872	-0.684618	1.14872	-0.684618	1.51351	-0.684618	-0.684618	-2.07148	-0.684618	-0.684618	-0.684618	1.14872	-0.684618	0.702247	0.126646	0.702247	-2.07148	-2.07148	0.126646	0.702247	-0.684618	0.126646	0.702247	-0.238147	1.51351	-2.07148	0.126646	-0.684618	0.702247	-2.07148	1.67366	0.126646	0.126646	0.702247	0.126646	-0.684618	-0.684618	-0.684618	1.51351	-0.684618	1.14872	0.126646	-0.684618	-0.684618	-0.684618	-0.684618	0.702247	1.82194	0.126646	-0.684618	0.702247	-0.684618	0.702247	1.14872	0.702247	0.702247	0.126646	0.126646	1.67366	1.82194	0.126646	0.702247	-0.684618	0.126646	0.126646	-2.07148	0.126646	-0.684618	0.126646
STK24	1.23994	-0.533937	-1.27016	-2.30782	0.0371246	-0.533937	0.898213	0.0371246	0.898213	0.0371246	0.898213	0.503716	2.84866	-1.27016	1.23994	1.23994	-1.27016	-0.533937	1.23994	-1.27016	-0.533937	0.898213	-0.533937	-0.875666	0.0371246	0.898213	-0.533937	-1.73675	-1.27016	1.23994	0.503716	0.0371246	-2.30782	1.23994	-0.533937	-0.533937	1.23994	-0.533937	0.503716	-1.27016	0.0371246	0.503716	0.0371246	0.0371246	-0.533937	0.898213	0.0371246	-0.533937	0.898213	-1.27016	-0.533937	0.898213	-0.533937	-1.27016	0.503716	-1.27016	0.898213	0.503716	0.281039	0.898213	0.503716	1.811	0.898213	0.503716	-1.27016	-0.533937	0.0371246	-0.533937	0.0371246
STK39	0.299647	0.299647	1.05847	0.299647	-1.52869	-0.181268	-0.181268	-1.52869	0.299647	0.706254	-0.181268	1.36915	0.706254	-0.76986	0.299647	1.64707	-4.42653	-0.181268	0.706254	-0.181268	0.299647	1.64707	0.299647	0.299647	0.299647	0.299647	0.706254	-2.0096	-0.76986	0.299647	-0.181268	0.706254	0.299647	0.299647	0.299647	-0.181268	-0.181268	-0.181268	1.05847	0.299647	1.36915	-0.181268	0.299647	-1.52869	1.05847	-2.59819	1.05847	-0.76986	1.05847	0.299647	-0.76986	-0.76986	-0.76986	-0.181268	0.299647	-1.52869	1.36915	0.706254	-0.76986	-0.76986	0.299647	-0.181268	1.05847	-0.181268	-0.181268	-0.181268	-0.181268	-0.181268	0.706254
STMN1	-1.64134	-0.968202	-0.968202	-0.120143	-0.4906	-1.64134	-0.120143	0.660145	-0.968202	-1.64134	-0.4906	0.438459	1.18883	0.182543	-0.4906	0.182543	-1.64134	0.660145	-1.64134	-0.4906	0.438459	-0.4906	-0.120143	1.0306	0.855685	-0.120143	1.5892	-0.712285	-0.968202	1.81089	1.95966	0.660145	-0.4906	1.33329	1.0306	-1.64134	0.438459	1.46617	-0.4906	0.660145	0.182543	0.438459	-0.120143	-0.4906	1.5892	-0.4906	0.182543	-0.120143	-1.64134	1.33329	-1.64134	-0.4906	0.182543	0.438459	-2.79209	-0.120143	0.855685	0.182543	-0.120143	1.33329	0.855685	0.438459	0.855685	0.438459	-0.968202	0.660145	1.0306	-0.120143	-0.120143
STOM	0.762073	0.762073	0.242875	-0.879089	1.45098	0.762073	0.384625	0.0913407	-0.879089	1.36484	-0.879089	-1.76964	0.0913407	1.1817	0.51778	0.981893	-1.13778	-0.247232	-0.438341	-0.879089	-0.071428	0.242875	0.242875	0.981893	1.36484	-1.13778	-0.438341	1.61375	0.703499	1.1817	1.13343	0.0913407	0.384625	0.643321	0.384625	-1.13778	-1.76964	-0.071428	0.242875	-2.17009	0.384625	-0.071428	-0.438341	-2.17009	-0.647678	-0.879089	0.51778	1.08407	0.643321	-0.071428	0.242875	0.242875	-0.071428	1.27518	-0.071428	0.0913407	-0.647678	-2.17009	1.32047	-0.247232	0.51778	0.762073	-1.43107	-0.438341	0.981893	-1.13778	1.8373	-1.13778	-2.17009
STOML2	0.970793	-0.74415	0.221656	-0.226636	-0.74415	0.221656	0.221656	-0.475431	0.221656	0.221656	-0.475431	-0.226636	1.44	1.8516	0.221656	-0.475431	-2.55367	-0.475431	1.44	-0.226636	0.00498723	0.617077	0.425185	0.115069	0.221656	0.798592	-0.475431	-1.35624	-3.07118	1.71993	0.00498723	1.13459	-0.74415	1.29077	1.29077	-0.475431	-1.70996	0.221656	0.00498723	-0.475431	1.29077	-0.226636	0.425185	0.00498723	0.617077	0.970793	-0.226636	0.798592	0.617077	-1.03626	0.00498723	0.425185	-0.74415	0.221656	-1.70996	-0.226636	1.13459	-0.226636	-0.108827	0.425185	0.221656	1.13459	0.00498723	-1.03626	-1.35624	0.425185	1.29077	-3.07118	0.00498723
STRAP	-0.338082	-1.6959	0.386633	-2.08422	0.386633	1.07168	1.97019	-1.35951	-0.338082	-0.136442	-0.338082	-0.797377	0.81955	0.0502473	-1.0628	0.683346	-1.0628	0.224051	0.386633	1.07168	-1.0628	1.07168	-1.0628	-0.797377	1.70477	0.539356	-0.557276	-0.926593	-1.20679	0.81955	1.30085	0.683346	0.539356	1.79639	0.683346	-0.338082	-0.797377	0.81955	0.0502473	-2.08422	1.5109	-0.338082	2.13278	0.0502473	0.539356	-2.54352	0.683346	-0.797377	-0.338082	0.539356	0.386633	-0.136442	0.224051	0.539356	-1.6959	-0.557276	0.224051	-0.136442	0.948765	0.224051	-0.136442	1.40806	0.81955	-0.797377	-0.557276	0.0502473	0.0502473	-1.35951	0.0502473
STRN	-0.351381	-0.351381	-1.04427	-0.351381	0.625184	-0.351381	1.60175	-0.351381	0.996457	-0.351381	1.85551	0.625184	0.996457	0.996457	0.186062	-1.04427	-2.02083	-0.351381	0.625184	1.60175	-1.04427	0.996457	-2.02083	-0.0676999	0.186062	1.31807	0.996457	-0.351381	0.186062	0.186062	0.415617	-1.04427	-2.02083	0.625184	-0.351381	-1.04427	1.31807	0.186062	-0.351381	-1.04427	0.625184	0.625184	-2.02083	-0.351381	0.186062	0.186062	-2.02083	-2.02083	-1.04427	1.31807	-0.351381	-0.351381	0.625184	-1.04427	0.186062	0.186062	0.186062	0.625184	0.186062	0.625184	0.996457	0.996457	-1.04427	1.60175	0.625184	-1.04427	1.31807	-1.04427	0.625184
STRN4	-1.33058	-0.0650655	0.675214	-0.0650655	1.60786	-0.0650655	2.22217	-0.0650655	-0.0650655	-1.33058	1.20045	0.675214	-1.33058	0.675214	-1.33058	0.675214	-0.0650655	-1.33058	0.675214	-0.0650655	-1.33058	0.675214	-0.0650655	1.20045	0.675214	-1.33058	-1.33058	-0.0650655	-0.0650655	1.60786	-0.0650655	-0.0650655	-1.33058	0.675214	1.20045	-0.0650655	1.20045	0.675214	-0.0650655	-1.33058	1.20045	0.675214	0.675214	-1.33058	-1.33058	0.675214	-1.33058	-0.0650655	-1.33058	-1.33058	-1.33058	-1.33058	-0.0650655	-0.0650655	-0.0650655	-1.33058	-1.33058	0.675214	1.20045	1.20045	0.675214	1.20045	0.675214	1.60786	-1.33058	-0.0650655	1.20045	-0.0650655	-0.0650655
STT3A	-0.232171	-0.232171	0.896488	-3.45488	0.710413	0.041639	0.28657	-0.232171	0.896488	-0.232171	0.041639	0.508138	-0.542591	-0.232171	0.041639	0.896488	-1.84353	0.710413	0.710413	0.710413	0.28657	0.710413	0.896488	0.805311	1.89793	-0.232171	0.28657	-1.32479	-1.56972	-0.232171	-0.0912369	0.710413	0.896488	1.37919	1.06877	-1.32479	0.28657	0.041639	0.28657	-0.232171	1.37919	0.710413	-0.900944	-2.5123	-0.900944	-0.900944	-0.900944	0.710413	0.041639	-0.542591	-1.32479	0.508138	0.28657	1.22915	0.041639	-1.32479	0.041639	-1.32479	0.399993	1.52012	0.28657	0.041639	1.37919	-0.900944	-1.32479	1.37919	0.710413	-0.900944	-0.900944
STT3B	-0.00123417	-0.348457	0.299544	-1.26176	-0.00123417	0.564849	1.01686	-0.00123417	1.01686	-1.90976	1.21285	0.564849	1.01686	-0.759134	-0.348457	1.71548	-2.82307	-0.00123417	-0.348457	1.01686	-0.348457	0.564849	-0.00123417	0.686635	1.01686	-0.348457	-0.348457	-1.56254	-2.32044	1.71548	-0.00123417	0.564849	0.299544	1.56007	0.564849	-1.90976	-0.348457	-0.348457	-1.90976	0.299544	0.802172	1.39315	-0.348457	-0.348457	-0.348457	0.564849	1.21285	-1.26176	0.564849	-0.348457	-0.00123417	-0.348457	0.299544	-0.348457	0.564849	-1.90976	-0.00123417	-1.26176	0.4361	1.56007	0.564849	-0.00123417	1.01686	0.564849	-0.759134	1.01686	0.299544	-0.759134	-1.26176
STUB1	-1.93823	-0.546552	-0.546552	-0.546552	0.267526	0.267526	-1.93823	-0.546552	0.845124	0.845124	-0.546552	0.845124	-0.546552	-0.546552	0.267526	0.267526	-0.546552	-0.546552	0.267526	0.267526	-1.93823	1.29314	-1.93823	-0.0985324	0.845124	0.267526	-0.546552	-0.546552	0.267526	2.68482	0.845124	1.6592	-0.546552	0.845124	0.845124	-1.93823	0.845124	0.267526	-0.546552	-0.546552	1.9687	0.845124	-0.546552	-0.546552	0.267526	-0.546552	0.267526	-0.546552	-0.546552	2.2368	0.267526	0.267526	-0.546552	-0.546552	-1.93823	-0.546552	0.845124	-0.546552	-0.0985324	0.845124	-0.546552	0.845124	0.845124	1.29314	-1.93823	1.29314	0.267526	0.267526	-0.546552
STX12	-0.411615	0.831672	1.05453	-2.34975	0.582537	0.582537	0.300092	-0.411615	-0.411615	0.582537	-0.411615	0.300092	1.25613	0.300092	1.25613	0.831672	0.831672	-0.411615	-0.883608	0.300092	-0.411615	0.582537	1.44018	0.446025	1.44018	-0.883608	-1.49211	-0.411615	-0.411615	-0.0259681	0.300092	0.300092	-0.0259681	0.831672	1.25613	-1.49211	-0.883608	1.05453	0.300092	-0.0259681	0.582537	1.05453	-0.411615	-0.883608	0.831672	-2.34975	0.831672	0.300092	0.300092	0.831672	-0.0259681	0.300092	-0.0259681	1.05453	-0.411615	-0.883608	-2.34975	-3.8159	0.831672	0.582537	-0.0259681	-0.0259681	0.582537	-0.0259681	-0.0259681	-0.883608	0.831672	-1.49211	-0.883608
STX7	0.35463	-0.0717269	-1.14606	-0.56392	-1.85854	-0.0717269	-0.0717269	-2.77709	1.37143	-0.0717269	-0.0717269	-0.0717269	0.35463	1.37143	-0.0717269	0.730703	-1.14606	-1.85854	-0.0717269	-0.56392	0.730703	0.35463	0.730703	-0.0717269	1.06711	-0.56392	0.35463	-0.841741	-1.14606	-0.0717269	0.903337	0.730703	0.35463	1.06711	0.35463	-1.85854	-0.56392	1.37143	1.06711	1.06711	0.730703	1.06711	0.35463	-2.77709	1.06711	-0.56392	-0.0717269	-0.0717269	0.730703	0.35463	-0.56392	-1.14606	0.35463	1.06711	-1.14606	-0.56392	1.37143	-1.14606	0.5482	1.64925	0.35463	-0.56392	1.06711	-1.14606	-1.85854	0.35463	0.35463	0.730703	0.730703
STXBP2	0.206562	-0.2995	-0.2995	0.206562	1.42588	0.599095	1.42588	-1.01276	0.206562	0.206562	-0.2995	-1.01276	1.42588	1.63307	-1.01276	1.19098	-2.23207	0.206562	0.599095	0.599095	0.206562	0.206562	-0.2995	-0.2995	1.63307	0.206562	0.206562	-0.2995	-0.2995	0.206562	1.42588	0.599095	-1.01276	0.206562	0.919817	-1.01276	-2.23207	0.206562	0.206562	0.206562	1.63307	-0.2995	-2.23207	-1.01276	0.599095	-2.23207	0.206562	-0.2995	-1.01276	-2.23207	-0.2995	0.599095	0.919817	1.42588	-1.01276	0.206562	0.599095	-2.23207	0.599095	0.599095	1.42588	-0.2995	0.206562	-1.01276	0.206562	-0.2995	0.599095	-0.2995	0.206562
STXBP3	0.503249	-1.51843	-0.772291	-1.51843	1.24939	0.167738	0.786919	0.786919	0.503249	-0.772291	0.503249	0.786919	-0.242894	-0.242894	-0.242894	1.44328	-1.51843	0.167738	0.167738	-0.242894	0.786919	-0.242894	0.786919	-0.48862	0.503249	-0.242894	1.03265	-0.48862	-1.51843	1.44328	-0.48862	0.786919	-1.51843	1.77879	0.167738	-2.79397	-0.242894	-0.242894	-0.772291	-0.242894	1.24939	1.03265	-1.51843	-1.51843	-1.51843	0.503249	-0.242894	0.503249	-0.772291	-0.242894	-0.772291	1.03265	-2.79397	0.167738	0.786919	-0.242894	0.503249	0.167738	0.913881	0.503249	0.167738	1.03265	0.786919	0.503249	1.24939	1.24939	1.03265	-0.242894	-1.51843
SUB1	-0.343774	-1.04512	0.539818	-0.77848	1.20229	-0.161528	0.00333317	0.539818	0.00333317	-0.77848	-2.94543	-0.161528	1.73878	-0.343774	-0.161528	0.00333317	-2.24408	-0.161528	-0.343774	0.420479	0.756317	-0.547507	1.03743	0.224451	0.651453	-0.547507	0.539818	-0.77848	-1.97744	0.948708	0.651453	0.651453	0.756317	1.3528	1.49125	-1.04512	0.539818	0.15384	-0.161528	-0.77848	1.20229	0.420479	-0.77848	-0.547507	-0.343774	-1.74647	0.539818	-0.161528	-0.343774	-0.547507	0.855186	-0.343774	-0.77848	0.292292	-2.24408	-1.74647	0.855186	-0.547507	0.806458	1.55653	0.539818	0.948708	2.65662	-0.77848	0.292292	0.292292	0.756317	0.539818	-0.547507
SUCLA2	1.21001	1.79507	-0.698221	-2.54841	0.487555	-0.0975054	1.21001	-0.950107	0.609298	-0.277294	0.357411	-1.58481	0.831478	-0.698221	0.217617	-0.277294	-1.24089	0.0666285	0.217617	-1.24089	-0.47604	0.723657	0.0666285	-0.583861	-0.277294	0.933467	0.0666285	-0.950107	-1.58481	1.79507	-0.950107	0.487555	-0.47604	1.85693	0.831478	-0.698221	1.21001	0.357411	-0.698221	0.0666285	-1.24089	1.29386	1.52514	-0.950107	-0.950107	0.0666285	-0.0975054	-0.698221	0.933467	-2.00574	0.217617	-0.698221	0.609298	-0.698221	0.217617	-0.47604	0.217617	-0.47604	0.357411	2.08586	-0.0975054	1.03022	0.609298	0.217617	0.357411	0.831478	1.21001	-2.54841	0.0666285
SUCLG1	0.679948	-0.0353637	0.847529	-2.42757	0.401593	0.194057	0.926719	-0.159825	0.498386	-0.159825	0.300297	-0.743965	1.14835	-0.582596	0.679948	0.0823667	-3.31047	-0.918257	1.00313	-0.159825	-0.582596	0.76535	1.47395	-0.224829	0.498386	0.194057	0.0823667	-1.54468	-2.25328	1.53361	-0.291834	-0.159825	1.21748	1.53361	1.34949	-1.80115	-0.291834	1.34949	-0.432366	0.300297	0.0823667	-0.0353637	0.847529	-0.918257	0.300297	-1.54468	0.76535	-1.54468	0.194057	-0.159825	-0.159825	-0.159825	0.300297	0.0823667	-0.291834	-1.31526	1.00313	-0.743965	0.351534	1.41261	-0.159825	0.0823667	0.76535	0.0823667	0.679948	0.0823667	1.14835	-2.09191	-0.0353637
